GENE,CDSLEN,CHROM,START,STOP,STRAND,HOMOLOG,PERCENTID,ALNLEN
AFUB_002770,357,scf_000001_A_fumigatus_A1163,767240,767999,+,Afu1g02380,100.00,357
AFUB_002780,1563,scf_000001_A_fumigatus_A1163,769444,771217,+,Afu1g02390,99.06,1488
AFUB_002790,2532,scf_000001_A_fumigatus_A1163,771527,774058,-,Afu1g02400,97.78,1487
AFUB_002800,1410,scf_000001_A_fumigatus_A1163,774556,776073,+,Afu1g02410,99.50,1410
AFUB_002810,1368,scf_000001_A_fumigatus_A1163,776407,777774,-,Afu1g02420,99.63,1368
AFUB_002820,1155,scf_000001_A_fumigatus_A1163,778272,779497,+,Afu1g02430,99.65,1155
AFUB_002830,864,scf_000001_A_fumigatus_A1163,780194,781057,+,Afu1g02440,99.54,864
AFUB_002840,1767,scf_000001_A_fumigatus_A1163,782026,784034,+,Afu1g02450,99.66,1767
AFUB_002850,3603,scf_000001_A_fumigatus_A1163,784441,788250,-,Afu1g02460,99.83,3539
AFUB_002860,339,scf_000001_A_fumigatus_A1163,791336,792371,+,Afu1g02480,97.41,193
AFUB_002870,1545,scf_000001_A_fumigatus_A1163,793166,795162,+,Afu1g02490,98.61,863
AFUB_002880,1626,scf_000001_A_fumigatus_A1163,795336,797125,-,Afu1g02500,100.00,1626
AFUB_002890,3057,scf_000001_A_fumigatus_A1163,797369,801964,-,Afu1g02510,99.87,3057
AFUB_002900,252,scf_000001_A_fumigatus_A1163,808626,808974,+,Afu1g02520,100.00,252
AFUB_002910,1512,scf_000001_A_fumigatus_A1163,809903,811542,+,Afu1g02530,99.93,1512
AFUB_002920,3777,scf_000001_A_fumigatus_A1163,812019,816350,-,Afu1g02540,99.95,3741
AFUB_002930,1347,scf_000001_A_fumigatus_A1163,816826,819238,-,Afu1g02550,100.00,1347
AFUB_002940,762,scf_000001_A_fumigatus_A1163,819475,820651,+,Afu1g02560,100.00,762
AFUB_002950,2844,scf_000001_A_fumigatus_A1163,821130,824474,-,Afu1g02570,100.00,2844
AFUB_002960,1020,scf_000001_A_fumigatus_A1163,825024,826595,+,Afu1g02580,99.90,1020
AFUB_002970,2139,scf_000001_A_fumigatus_A1163,827067,829920,-,Afu1g02590,99.81,2142
AFUB_002980,759,scf_000001_A_fumigatus_A1163,830086,832472,-,Afu1g02600,100.00,759
AFUB_002990,978,scf_000001_A_fumigatus_A1163,834460,835572,+,Afu1g02610,99.69,978
AFUB_003000,468,scf_000001_A_fumigatus_A1163,835910,836521,-,Afu1g02620,99.79,468
AFUB_003010,1629,scf_000001_A_fumigatus_A1163,836669,838541,+,Afu1g02630,100.00,1629
AFUB_003040,1131,scf_000001_A_fumigatus_A1163,840728,841931,-,Afu1g02640,100.00,1131
AFUB_003050,1548,scf_000001_A_fumigatus_A1163,842369,844069,-,Afu1g02650,99.94,1548
AFUB_003060,1134,scf_000001_A_fumigatus_A1163,844656,845877,-,Afu1g02660,99.50,807
AFUB_003070,963,scf_000001_A_fumigatus_A1163,847616,849561,-,Afu1g02670,100.00,963
AFUB_003080,738,scf_000001_A_fumigatus_A1163,850719,851456,-,Afu1g02680,100.00,738
AFUB_003090,1245,scf_000001_A_fumigatus_A1163,853618,855313,-,Afu1g02700,100.00,1245
AFUB_003100,1398,scf_000001_A_fumigatus_A1163,855673,857513,+,Afu1g02710,99.93,1398
AFUB_003110,807,scf_000001_A_fumigatus_A1163,857735,858625,-,Afu1g02720,100.00,807
AFUB_003120,942,scf_000001_A_fumigatus_A1163,860671,861983,-,Afu1g02730,99.58,942
AFUB_003130,1188,scf_000001_A_fumigatus_A1163,862565,864011,-,Afu1g02740,100.00,1188
AFUB_003140,531,scf_000001_A_fumigatus_A1163,864226,864894,+,Afu1g02750,99.62,531
AFUB_003150,2271,scf_000001_A_fumigatus_A1163,867622,869949,+,Afu1g02760,99.91,2271
AFUB_003160,987,scf_000001_A_fumigatus_A1163,872729,874309,+,Afu1g02770,100.00,987
AFUB_003170,1140,scf_000001_A_fumigatus_A1163,874626,876357,+,Afu1g02780,100.00,1140
AFUB_003180,378,scf_000001_A_fumigatus_A1163,878186,878815,+,Afu1g02800,100.00,92
AFUB_003190,765,scf_000001_A_fumigatus_A1163,880335,881433,+,Afu1g02810,100.00,765
AFUB_003200,612,scf_000001_A_fumigatus_A1163,881942,883041,+,Afu1g02820,99.84,612
AFUB_003210,1959,scf_000001_A_fumigatus_A1163,883751,886546,+,Afu1g02830,99.64,1959
AFUB_003220,2247,scf_000001_A_fumigatus_A1163,886560,889880,-,Afu1g02840,99.15,2247
AFUB_003230,798,scf_000001_A_fumigatus_A1163,890036,891252,+,Afu1g02850,99.37,798
AFUB_003240,825,scf_000001_A_fumigatus_A1163,892934,894040,+,Afu1g02860,99.39,825
AFUB_003250,1203,scf_000001_A_fumigatus_A1163,895075,896277,-,Afu1g02870,99.33,1201
AFUB_003260,1095,scf_000001_A_fumigatus_A1163,901016,902210,-,Afu1g02880,99.82,1095
AFUB_003270,753,scf_000001_A_fumigatus_A1163,902501,903367,+,Afu1g02890,99.87,753
AFUB_003280,1071,scf_000001_A_fumigatus_A1163,903524,904743,-,Afu1g02900,99.53,1071
AFUB_003290,1155,scf_000001_A_fumigatus_A1163,906261,907415,+,Afu1g02910,99.57,1155
AFUB_003300,2352,scf_000001_A_fumigatus_A1163,907933,910807,-,Afu1g02920,99.45,2352
AFUB_003310,894,scf_000001_A_fumigatus_A1163,911968,913338,+,Afu1g02930,99.89,894
AFUB_003320,1341,scf_000001_A_fumigatus_A1163,913586,915310,+,Afu1g02940,99.63,1341
AFUB_003330,1278,scf_000001_A_fumigatus_A1163,915838,917271,-,Afu1g02950,99.45,1278
AFUB_003340,246,scf_000001_A_fumigatus_A1163,917724,917997,-,Afu1g02960,100.00,229
AFUB_003350,1284,scf_000001_A_fumigatus_A1163,919324,921702,-,Afu1g02970,100.00,1284
AFUB_003360,798,scf_000001_A_fumigatus_A1163,926545,928564,+,Afu1g02980,99.87,798
AFUB_003370,1737,scf_000001_A_fumigatus_A1163,928800,931758,+,Afu1g02985,99.41,1701
AFUB_003380,3309,scf_000001_A_fumigatus_A1163,932330,936429,+,Afu1g02990,99.88,3304
AFUB_003390,1674,scf_000001_A_fumigatus_A1163,936953,938626,+,Afu1g03000,99.88,1674
AFUB_003400,2646,scf_000001_A_fumigatus_A1163,938918,941563,-,Afu1g03010,100.00,2646
AFUB_003410,240,scf_000001_A_fumigatus_A1163,941917,942215,+,Afu1g03020,100.00,240
AFUB_003420,3318,scf_000001_A_fumigatus_A1163,943794,947184,+,Afu1g03030,99.91,3318
AFUB_003430,732,scf_000001_A_fumigatus_A1163,947639,948370,-,Afu1g03035,99.86,732
AFUB_003440,549,scf_000001_A_fumigatus_A1163,949272,949956,-,Afu1g03040,100.00,549
AFUB_003450,3306,scf_000001_A_fumigatus_A1163,950769,954935,+,Afu1g03050,100.00,3306
AFUB_003460,858,scf_000001_A_fumigatus_A1163,955080,956218,+,Afu1g03060,100.00,858
AFUB_003470,504,scf_000001_A_fumigatus_A1163,956596,957197,-,NONE,0,0
AFUB_003480,2238,scf_000001_A_fumigatus_A1163,957416,960171,+,Afu1g03070,99.91,2238
AFUB_003490,1263,scf_000001_A_fumigatus_A1163,960465,962033,-,Afu1g03080,99.92,1263
AFUB_003500,1584,scf_000001_A_fumigatus_A1163,962565,965716,+,Afu1g03090,99.87,1584
AFUB_003510,498,scf_000001_A_fumigatus_A1163,967341,968562,-,Afu1g03100,100.00,498
AFUB_003520,198,scf_000001_A_fumigatus_A1163,969553,970119,+,Afu1g03110,100.00,198
AFUB_003530,1467,scf_000001_A_fumigatus_A1163,970650,972192,-,Afu1g03120,100.00,1467
AFUB_003540,1431,scf_000001_A_fumigatus_A1163,972316,974171,-,Afu1g03130,100.00,1431
AFUB_003550,1965,scf_000001_A_fumigatus_A1163,974270,977836,+,Afu1g03140,99.90,1965
AFUB_003560,1497,scf_000001_A_fumigatus_A1163,978268,980196,+,Afu1g03150,99.93,1497
AFUB_003570,681,scf_000001_A_fumigatus_A1163,981633,982313,+,Afu1g03160,99.85,681
AFUB_003580,2817,scf_000001_A_fumigatus_A1163,983560,986656,+,Afu1g03170,99.82,2817
AFUB_003600,444,scf_000001_A_fumigatus_A1163,990489,991267,-,Afu1g03180,99.32,444
AFUB_003610,1557,scf_000001_A_fumigatus_A1163,992618,994570,-,Afu1g03200,99.61,1557
AFUB_003620,753,scf_000001_A_fumigatus_A1163,995597,996448,+,Afu1g03195,98.75,562
AFUB_003629,504,scf_000001_A_fumigatus_A1163,1004048,1004974,+,Afu1g03190,98.61,504
AFUB_003630,945,scf_000001_A_fumigatus_A1163,1005704,1006648,-,Afu1g03210,100.00,945
AFUB_003640,264,scf_000001_A_fumigatus_A1163,1015872,1016340,+,Afu1g03220,100.00,264
AFUB_003650,420,scf_000001_A_fumigatus_A1163,1016582,1017018,-,Afu1g03230,100.00,404
AFUB_003660,183,scf_000001_A_fumigatus_A1163,1017192,1017428,+,Afu1g03240,100.00,183
AFUB_003670,804,scf_000001_A_fumigatus_A1163,1018907,1019743,-,Afu1g03250,99.88,804
AFUB_003680,1326,scf_000001_A_fumigatus_A1163,1019961,1021972,-,Afu1g03260,99.92,1326
AFUB_003690,429,scf_000001_A_fumigatus_A1163,1024897,1025550,+,Afu1g03270,100.00,429
AFUB_003700,1032,scf_000001_A_fumigatus_A1163,1026261,1027430,-,Afu1g03280,100.00,1032
AFUB_003710,351,scf_000001_A_fumigatus_A1163,1027463,1027835,-,Afu1g03290,100.00,351
AFUB_003720,1785,scf_000001_A_fumigatus_A1163,1028545,1030660,+,Afu1g03300,100.00,1036
AFUB_003730,222,scf_000001_A_fumigatus_A1163,1030969,1031250,-,Afu1g03310,100.00,222
AFUB_003740,1023,scf_000001_A_fumigatus_A1163,1033522,1034593,+,Afu1g03320,100.00,606
AFUB_003750,669,scf_000001_A_fumigatus_A1163,1038840,1039508,+,NONE,0,0
AFUB_003760,3036,scf_000001_A_fumigatus_A1163,1041276,1044833,-,Afu1g03352,99.97,3036
AFUB_003770,837,scf_000001_A_fumigatus_A1163,1046473,1047356,+,Afu1g03360,100.00,837
AFUB_003780,1962,scf_000001_A_fumigatus_A1163,1047959,1049971,+,Afu1g03370,100.00,1962
AFUB_003790,4983,scf_000001_A_fumigatus_A1163,1050681,1057243,-,Afu1g03380,99.98,4983
AFUB_003800,498,scf_000001_A_fumigatus_A1163,1059647,1061035,-,Afu1g03390,100.00,498
AFUB_003810,2310,scf_000001_A_fumigatus_A1163,1061140,1064233,-,Afu1g03400,100.00,2310
AFUB_003820,1503,scf_000001_A_fumigatus_A1163,1064403,1066436,-,Afu1g03410,100.00,1503
AFUB_003830,744,scf_000001_A_fumigatus_A1163,1067237,1068045,+,Afu1g03420,100.00,744
AFUB_003840,891,scf_000001_A_fumigatus_A1163,1068395,1069365,-,Afu1g03430,100.00,891
AFUB_003850,1008,scf_000001_A_fumigatus_A1163,1069729,1071485,-,Afu1g03440,100.00,1008
AFUB_003860,2547,scf_000001_A_fumigatus_A1163,1071626,1075021,+,Afu1g03450,99.96,2547
AFUB_003870,1266,scf_000001_A_fumigatus_A1163,1075098,1076943,+,Afu1g03460,99.68,1266
AFUB_003880,315,scf_000001_A_fumigatus_A1163,1077355,1077669,+,Afu1g03470,99.37,315
AFUB_003890,675,scf_000001_A_fumigatus_A1163,1077952,1078626,+,Afu1g03480,100.00,675
AFUB_003900,1122,scf_000001_A_fumigatus_A1163,1080387,1082021,+,Afu1g03490,100.00,1122
AFUB_003910,2997,scf_000001_A_fumigatus_A1163,1083076,1086506,-,Afu1g03500,99.97,2997
AFUB_003920,894,scf_000001_A_fumigatus_A1163,1086815,1088381,+,Afu1g03510,100.00,894
AFUB_003930,1701,scf_000001_A_fumigatus_A1163,1088967,1090667,+,Afu1g03520,99.86,1464
AFUB_003940,1692,scf_000001_A_fumigatus_A1163,1091024,1093977,-,Afu1g03530,99.47,1698
AFUB_003950,2238,scf_000001_A_fumigatus_A1163,1094372,1097477,-,Afu1g03540,99.96,2238
AFUB_003960,1827,scf_000001_A_fumigatus_A1163,1098101,1100406,-,Afu1g03550,99.89,1827
AFUB_003970,1440,scf_000001_A_fumigatus_A1163,1100489,1102562,-,Afu1g03560,100.00,1440
AFUB_003980,1347,scf_000001_A_fumigatus_A1163,1104197,1105653,+,Afu1g03570,100.00,1347
AFUB_003990,591,scf_000001_A_fumigatus_A1163,1106037,1106924,-,Afu1g03580,100.00,591
AFUB_004000,3138,scf_000001_A_fumigatus_A1163,1107054,1110869,+,Afu1g03590,100.00,3138
AFUB_004010,1251,scf_000001_A_fumigatus_A1163,1112375,1113736,+,Afu1g03600,99.92,1251
AFUB_004020,849,scf_000001_A_fumigatus_A1163,1115922,1116899,+,Afu1g03610,100.00,849
AFUB_004030,1452,scf_000001_A_fumigatus_A1163,1124590,1127346,+,Afu1g03620,100.00,1452
AFUB_004040,753,scf_000001_A_fumigatus_A1163,1129545,1130297,+,Afu1g03630,99.87,753
AFUB_004050,273,scf_000001_A_fumigatus_A1163,1130945,1131345,+,Afu1g03640,100.00,273
AFUB_004060,2436,scf_000001_A_fumigatus_A1163,1131596,1134960,-,Afu1g03650,99.96,2436
AFUB_004070,984,scf_000001_A_fumigatus_A1163,1136289,1137938,+,Afu1g03660,99.90,984
AFUB_004080,255,scf_000001_A_fumigatus_A1163,1138255,1138671,+,Afu1g03670,99.22,255
AFUB_004090,1524,scf_000001_A_fumigatus_A1163,1140472,1142446,-,Afu1g03680,99.67,1524
AFUB_004100,558,scf_000001_A_fumigatus_A1163,1143340,1144506,+,Afu1g03690,99.64,558
AFUB_004110,2199,scf_000001_A_fumigatus_A1163,1145514,1148702,+,Afu1g03700,99.86,2199
AFUB_004120,1329,scf_000001_A_fumigatus_A1163,1149373,1150834,+,Afu1g03710,99.86,719
AFUB_004130,471,scf_000001_A_fumigatus_A1163,1151581,1152189,-,Afu1g03720,100.00,429
AFUB_004140,1395,scf_000001_A_fumigatus_A1163,1152554,1154066,-,Afu1g03730,99.78,1351
AFUB_004150,2325,scf_000001_A_fumigatus_A1163,1154952,1157973,-,Afu1g03740,100.00,2325
AFUB_004160,1557,scf_000001_A_fumigatus_A1163,1158322,1160338,-,Afu1g03750,100.00,1557
AFUB_004170,3363,scf_000001_A_fumigatus_A1163,1160452,1164620,-,Afu1g03760,100.00,3363
AFUB_004185,2265,scf_000001_A_fumigatus_A1163,1168373,1171172,-,Afu1g03775,100.00,2265
AFUB_004200,939,scf_000001_A_fumigatus_A1163,1175520,1177349,+,Afu1g03790,97.87,941
AFUB_004210,2466,scf_000001_A_fumigatus_A1163,1178124,1181240,+,Afu1g03800,99.72,2469
AFUB_004220,570,scf_000001_A_fumigatus_A1163,1181394,1182190,+,Afu1g03810,99.82,570
AFUB_004230,2748,scf_000001_A_fumigatus_A1163,1182528,1185336,-,Afu1g03820,100.00,2748
AFUB_004240,357,scf_000001_A_fumigatus_A1163,1185823,1186922,+,Afu1g03830,100.00,357
AFUB_004250,672,scf_000001_A_fumigatus_A1163,1188657,1189835,+,Afu1g03840,99.80,497
AFUB_004260,366,scf_000001_A_fumigatus_A1163,1192843,1193478,+,Afu1g03860,99.55,220
AFUB_004270,1386,scf_000001_A_fumigatus_A1163,1193481,1195227,-,Afu1g03870,100.00,1386
AFUB_004280,1224,scf_000001_A_fumigatus_A1163,1195433,1196656,+,Afu1g03880,100.00,1224
AFUB_004290,1719,scf_000001_A_fumigatus_A1163,1196940,1198679,-,Afu1g03890,99.65,1725
AFUB_004300,165,scf_000001_A_fumigatus_A1163,1199187,1199351,+,NONE,0,0
AFUB_004310,1404,scf_000001_A_fumigatus_A1163,1199426,1200829,+,Afu1g03910,99.93,1404
AFUB_004320,2679,scf_000001_A_fumigatus_A1163,1201266,1204349,-,Afu1g03920,99.93,2679
AFUB_004330,3888,scf_000001_A_fumigatus_A1163,1204808,1208695,-,Afu1g03930,99.95,3888
AFUB_004340,1941,scf_000001_A_fumigatus_A1163,1208867,1211184,+,Afu1g03940,100.00,1941
AFUB_004350,1596,scf_000001_A_fumigatus_A1163,1212668,1215151,+,Afu1g03950,100.00,1596
AFUB_004360,675,scf_000001_A_fumigatus_A1163,1215846,1216593,+,Afu1g03960,100.00,675
AFUB_004370,3207,scf_000001_A_fumigatus_A1163,1217205,1220895,-,Afu1g03970,99.97,3207
AFUB_004380,3858,scf_000001_A_fumigatus_A1163,1221073,1226088,-,Afu1g03992,99.87,3858
AFUB_004390,1257,scf_000001_A_fumigatus_A1163,1226180,1228033,+,Afu1g04010,100.00,1257
AFUB_004400,879,scf_000001_A_fumigatus_A1163,1228144,1229255,+,Afu1g04020,100.00,879
AFUB_004410,429,scf_000001_A_fumigatus_A1163,1229621,1230477,-,Afu1g04040,100.00,386
AFUB_004420,1638,scf_000001_A_fumigatus_A1163,1230802,1233040,-,Afu1g04062,100.00,1638
AFUB_004430,474,scf_000001_A_fumigatus_A1163,1233279,1234520,-,Afu1g04070,100.00,474
AFUB_004440,2037,scf_000001_A_fumigatus_A1163,1234660,1237188,+,Afu1g04080,100.00,2037
AFUB_004450,1413,scf_000001_A_fumigatus_A1163,1237593,1239223,+,Afu1g04090,99.92,1210
AFUB_004460,615,scf_000001_A_fumigatus_A1163,1239632,1240246,+,Afu1g04100,99.67,615
AFUB_004470,2550,scf_000001_A_fumigatus_A1163,1240694,1243829,-,Afu1g04110,99.41,2562
AFUB_004480,1515,scf_000001_A_fumigatus_A1163,1245672,1247662,+,Afu1g04120,100.00,1515
AFUB_004489,651,scf_000001_A_fumigatus_A1163,1265771,1266618,+,Afu1g04130,98.88,627
AFUB_004490,801,scf_000001_A_fumigatus_A1163,1267581,1268522,-,Afu1g04140,98.75,801
AFUB_004500,1095,scf_000001_A_fumigatus_A1163,1268688,1270110,+,Afu1g04150,100.00,1095
AFUB_004510,1335,scf_000001_A_fumigatus_A1163,1270227,1272250,+,Afu1g04160,100.00,1335
AFUB_004520,2097,scf_000001_A_fumigatus_A1163,1272324,1274778,+,Afu1g04170,99.63,1634
AFUB_004530,2262,scf_000001_A_fumigatus_A1163,1275417,1278474,-,Afu1g04190,99.96,2262
AFUB_004540,3678,scf_000001_A_fumigatus_A1163,1278761,1282780,-,Afu1g04210,99.73,3678
AFUB_004550,387,scf_000001_A_fumigatus_A1163,1282884,1283419,+,Afu1g04220,98.97,387
AFUB_004560,399,scf_000001_A_fumigatus_A1163,1283558,1284088,-,Afu1g04230,99.50,399
AFUB_004570,2883,scf_000001_A_fumigatus_A1163,1284281,1287431,+,Afu1g04240,99.48,2883
AFUB_004580,429,scf_000001_A_fumigatus_A1163,1287652,1288231,+,Afu1g04250,98.83,429
AFUB_004590,2904,scf_000001_A_fumigatus_A1163,1288533,1292444,+,Afu1g04260,99.90,2904
AFUB_004600,1323,scf_000001_A_fumigatus_A1163,1294500,1295942,+,Afu1g04270,100.00,1323
AFUB_004610,1065,scf_000001_A_fumigatus_A1163,1296427,1297608,+,Afu1g04280,99.91,1065
AFUB_004620,2541,scf_000001_A_fumigatus_A1163,1298454,1301158,+,Afu1g04290,99.92,2541
AFUB_004630,804,scf_000001_A_fumigatus_A1163,1301450,1302253,-,Afu1g04300,100.00,804
AFUB_004640,720,scf_000001_A_fumigatus_A1163,1303302,1304184,+,Afu1g04310,100.00,720
AFUB_004650,672,scf_000001_A_fumigatus_A1163,1304851,1305522,+,Afu1g04315,100.00,672
AFUB_004660,606,scf_000001_A_fumigatus_A1163,1306210,1306864,+,Afu1g04320,100.00,606
AFUB_004670,1116,scf_000001_A_fumigatus_A1163,1307057,1308218,+,Afu1g04330,98.39,1119
AFUB_004680,6240,scf_000001_A_fumigatus_A1163,1308509,1315560,-,Afu1g04340,99.95,6240
AFUB_004690,1044,scf_000001_A_fumigatus_A1163,1317146,1318288,-,Afu1g04350,99.81,1044
AFUB_004700,4440,scf_000001_A_fumigatus_A1163,1319729,1325067,-,Afu1g04360,100.00,4440
AFUB_004710,1314,scf_000001_A_fumigatus_A1163,1325442,1327092,+,Afu1g04370,100.00,1314
AFUB_004720,1812,scf_000001_A_fumigatus_A1163,1327097,1329600,-,Afu1g04380,100.00,1812
AFUB_004730,1584,scf_000001_A_fumigatus_A1163,1329691,1331991,+,Afu1g04390,99.94,1584
AFUB_004740,306,scf_000001_A_fumigatus_A1163,1332167,1333110,-,Afu1g04400,100.00,306
AFUB_004750,1527,scf_000001_A_fumigatus_A1163,1333192,1334866,+,Afu1g04410,97.45,1255
AFUB_004760,774,scf_000001_A_fumigatus_A1163,1335116,1335889,-,Afu1g04420,99.74,774
AFUB_004770,1275,scf_000001_A_fumigatus_A1163,1336525,1338304,+,Afu1g04430,99.92,1275
AFUB_004780,1416,scf_000001_A_fumigatus_A1163,1338475,1340424,+,Afu1g04440,99.93,1416
AFUB_004790,1569,scf_000001_A_fumigatus_A1163,1340554,1342614,+,Afu1g04450,100.00,1569
AFUB_004800,384,scf_000001_A_fumigatus_A1163,1344491,1345036,+,Afu1g04455,100.00,384
AFUB_004810,1437,scf_000001_A_fumigatus_A1163,1346257,1347993,-,Afu1g04460,100.00,1362
AFUB_004820,282,scf_000001_A_fumigatus_A1163,1348704,1349278,+,Afu1g04470,100.00,282
AFUB_004830,2556,scf_000001_A_fumigatus_A1163,1349728,1352283,-,Afu1g04480,100.00,2556
AFUB_004840,1227,scf_000001_A_fumigatus_A1163,1353921,1355825,+,Afu1g04490,100.00,1227
AFUB_004850,888,scf_000001_A_fumigatus_A1163,1356393,1357557,+,Afu1g04510,100.00,888
AFUB_004860,1368,scf_000001_A_fumigatus_A1163,1358191,1360002,-,Afu1g04520,100.00,1368
AFUB_004870,525,scf_000001_A_fumigatus_A1163,1360227,1361609,+,Afu1g04530,100.00,447
AFUB_004880,972,scf_000001_A_fumigatus_A1163,1362014,1363478,+,Afu1g04540,100.00,972
AFUB_004890,930,scf_000001_A_fumigatus_A1163,1365102,1367034,+,Afu1g04550,99.78,930
AFUB_004900,2166,scf_000001_A_fumigatus_A1163,1367260,1369945,+,Afu1g04560,99.23,2067
AFUB_004910,1650,scf_000001_A_fumigatus_A1163,1374369,1376216,-,Afu1g04570,99.82,1646
AFUB_004920,912,scf_000001_A_fumigatus_A1163,1377518,1379351,+,Afu1g04575,100.00,912
AFUB_004930,1764,scf_000001_A_fumigatus_A1163,1379647,1381761,+,Afu1g04580,99.49,1764
AFUB_004940,1992,scf_000001_A_fumigatus_A1163,1382242,1384737,-,Afu1g04590,100.00,1992
AFUB_004950,1329,scf_000001_A_fumigatus_A1163,1384955,1387301,+,Afu1g04600,99.68,1243
AFUB_004960,918,scf_000001_A_fumigatus_A1163,1387763,1388680,-,Afu1g04610,99.89,914
AFUB_004970,1047,scf_000001_A_fumigatus_A1163,1389233,1390568,-,Afu1g04620,100.00,1047
AFUB_004980,330,scf_000001_A_fumigatus_A1163,1390745,1391132,+,Afu1g04630,100.00,330
AFUB_004990,3606,scf_000001_A_fumigatus_A1163,1392365,1396074,-,Afu1g04640,100.00,3606
AFUB_005000,612,scf_000001_A_fumigatus_A1163,1397032,1398501,-,Afu1g04660,100.00,612
AFUB_005010,2646,scf_000001_A_fumigatus_A1163,1398703,1404482,-,Afu1g04670,99.96,2646
AFUB_005020,981,scf_000001_A_fumigatus_A1163,1407743,1409259,-,Afu1g04680,100.00,981
AFUB_005030,573,scf_000001_A_fumigatus_A1163,1409756,1410905,+,Afu1g04690,100.00,573
AFUB_005040,2742,scf_000001_A_fumigatus_A1163,1411916,1416658,+,Afu1g04700,99.84,2568
AFUB_005050,1263,scf_000001_A_fumigatus_A1163,1416808,1418964,-,Afu1g04710,99.84,1263
AFUB_005060,720,scf_000001_A_fumigatus_A1163,1419120,1420237,-,Afu1g04720,99.86,720
AFUB_005070,717,scf_000001_A_fumigatus_A1163,1420372,1422596,+,Afu1g04730,99.72,717
AFUB_005080,318,scf_000001_A_fumigatus_A1163,1423972,1424484,+,Afu1g04740,100.00,318
AFUB_005090,1284,scf_000001_A_fumigatus_A1163,1425388,1426671,+,Afu1g04750,100.00,1284
AFUB_005100,1071,scf_000001_A_fumigatus_A1163,1428465,1429817,+,Afu1g04760,100.00,1071
AFUB_005110,2037,scf_000001_A_fumigatus_A1163,1430001,1432900,-,Afu1g04770,99.94,1570
AFUB_005120,2490,scf_000001_A_fumigatus_A1163,1433490,1435979,-,Afu1g04780,99.80,2490
AFUB_005130,1734,scf_000001_A_fumigatus_A1163,1438305,1442056,+,Afu1g04790,100.00,1734
AFUB_005140,1071,scf_000001_A_fumigatus_A1163,1442181,1443851,+,Afu1g04800,99.32,1029
AFUB_005150,717,scf_000001_A_fumigatus_A1163,1444286,1445082,-,Afu1g04810,100.00,717
AFUB_005160,1053,scf_000001_A_fumigatus_A1163,1445202,1446826,-,Afu1g04820,100.00,1053
AFUB_005170,2394,scf_000001_A_fumigatus_A1163,1447391,1450098,-,Afu1g04830,99.96,2394
AFUB_005180,2478,scf_000001_A_fumigatus_A1163,1450489,1453853,-,Afu1g04840,99.88,2478
AFUB_005190,387,scf_000001_A_fumigatus_A1163,1453927,1455037,+,Afu1g04850,99.65,285
AFUB_005200,408,scf_000001_A_fumigatus_A1163,1455320,1456242,+,Afu1g04860,99.75,408
AFUB_005210,2034,scf_000001_A_fumigatus_A1163,1456541,1459179,-,Afu1g04870,99.92,1231
AFUB_005240,1008,scf_000001_A_fumigatus_A1163,1462173,1464770,+,Afu1g04880,100.00,1008
AFUB_005250,384,scf_000001_A_fumigatus_A1163,1465081,1466569,+,Afu1g04890,100.00,384
AFUB_005270,777,scf_000001_A_fumigatus_A1163,1466939,1469233,-,Afu1g04900,99.87,777
AFUB_005280,1848,scf_000001_A_fumigatus_A1163,1469364,1472487,-,Afu1g04910,100.00,1848
AFUB_005290,3048,scf_000001_A_fumigatus_A1163,1473990,1477693,+,Afu1g04920,100.00,3048
AFUB_005300,2133,scf_000001_A_fumigatus_A1163,1484410,1487584,+,Afu1g04930,99.77,2136
AFUB_005310,570,scf_000001_A_fumigatus_A1163,1487752,1488975,+,Afu1g04940,100.00,570
AFUB_005320,972,scf_000001_A_fumigatus_A1163,1490068,1492413,-,Afu1g04950,100.00,972
AFUB_005330,2391,scf_000001_A_fumigatus_A1163,1492629,1497277,-,Afu1g04960,99.87,2391
AFUB_005340,2139,scf_000001_A_fumigatus_A1163,1502757,1505329,+,Afu1g04970,100.00,2139
AFUB_005350,3288,scf_000001_A_fumigatus_A1163,1505547,1509177,-,Afu1g04980,99.94,3288
AFUB_005360,1839,scf_000001_A_fumigatus_A1163,1510592,1512898,+,Afu1g04990,100.00,1839
AFUB_005370,420,scf_000001_A_fumigatus_A1163,1513210,1513694,+,Afu1g05000,100.00,420
AFUB_005380,2079,scf_000001_A_fumigatus_A1163,1513819,1516216,-,Afu1g05010,98.23,1243
AFUB_005390,2544,scf_000001_A_fumigatus_A1163,1516608,1520233,-,Afu1g05020,100.00,2544
AFUB_005400,1242,scf_000001_A_fumigatus_A1163,1524086,1525503,-,Afu1g05040,100.00,1242
AFUB_005410,447,scf_000001_A_fumigatus_A1163,1527020,1527671,+,Afu1g05050,100.00,447
AFUB_005420,1095,scf_000001_A_fumigatus_A1163,1527799,1529102,-,Afu1g05060,99.91,1095
AFUB_005430,1509,scf_000001_A_fumigatus_A1163,1529290,1531149,-,Afu1g05070,99.93,1509
AFUB_005440,426,scf_000001_A_fumigatus_A1163,1531389,1531958,-,Afu1g05090,98.01,251
AFUB_005450,2565,scf_000001_A_fumigatus_A1163,1533055,1535742,-,Afu1g05100,99.96,2565
AFUB_005460,1989,scf_000001_A_fumigatus_A1163,1536245,1538689,-,Afu1g05110,100.00,1989
